run,b,ic_id,ic_val,t,x
1,1,1,1.60732784179025,0,1.60732784179025
1,1,1,1.60732784179025,1,1.60728499499426
1,1,1,1.60732784179025,2,1.60723149016171
1,1,1,1.60732784179025,3,1.60716036853693
1,1,1,1.60732784179025,4,1.60706502037344
1,1,1,1.60732784179025,5,1.6069368147794
1,1,1,1.60732784179025,6,1.60676420443789
1,1,1,1.60732784179025,7,1.60653165564409
1,1,1,1.60732784179025,8,1.60621823517606
1,1,1,1.60732784179025,9,1.60579571093085
1,1,1,1.60732784179025,10,1.60522598673098
1,1,1,1.60732784179025,11,1.60445762985498
1,1,1,1.60732784179025,12,1.60342116105636
1,1,1,1.60732784179025,13,1.60202265130243
1,1,1,1.60732784179025,14,1.60013499071941
1,1,1,1.60732784179025,15,1.59758593715994
1,1,1,1.60732784179025,16,1.59414167242611
1,1,1,1.60732784179025,17,1.58948402422667
1,1,1,1.60732784179025,18,1.5831786338959
1,1,1,1.60732784179025,19,1.57462995840631
1,1,1,1.60732784179025,20,1.56301672057847
1,1,1,1.60732784179025,21,1.54719757720651
1,1,1,1.60732784179025,22,1.52557004485902
1,1,1,1.60732784179025,23,1.49585349725658
1,1,1,1.60732784179025,24,1.45474397152494
1,1,1,1.60732784179025,25,1.39734327175516
1,1,1,1.60732784179025,26,1.31617320755505
1,1,1,1.60732784179025,27,1.19939895795642
1,1,1,1.60732784179025,28,1.02754708531197
1,1,1,1.60732784179025,29,0.767987073388949
1,1,1,1.60732784179025,30,0.376892533184245
1,1,1,1.60732784179025,31,0.0285279297349491
1,1,1,1.60732784179025,32,0.00837542857258123
1,1,1,1.60732784179025,33,0.00574696174273851
1,1,1,1.60732784179025,34,0.00449594941571041
1,1,1,1.60732784179025,35,0.00373266079991181
1,1,1,1.60732784179025,36,0.00320968065370288
1,1,1,1.60732784179025,37,0.0028255209034327
1,1,1,1.60732784179025,38,0.00252975426970328
1,1,1,1.60732784179025,39,0.00229414831706557
1,1,1,1.60732784179025,40,0.00210153416045831
1,1,1,1.60732784179025,41,0.00194081298744637
1,1,1,1.60732784179025,42,0.00180446319827717
1,1,1,1.60732784179025,43,0.00168719185750793
1,1,1,1.60732784179025,44,0.00158515786683302
1,1,1,1.60732784179025,45,0.00149550121762799
1,1,1,1.60732784179025,46,0.00141604554275032
1,1,1,1.60732784179025,47,0.00134510344669831
1,1,1,1.60732784179025,48,0.00128134522320272
1,1,1,1.60732784179025,49,0.00122370799497994
1,1,1,1.60732784179025,50,0.00117133139207651
1,1,1,1.60732784179025,51,0.00112351109974082
1,1,1,1.60732784179025,52,0.00107966471236315
1,1,1,1.60732784179025,53,0.00103930623170003
1,1,1,1.60732784179025,54,0.00100202674988715
1,1,1,1.60732784179025,55,0.000967479624049306
1,1,1,1.60732784179025,56,0.000935368966438373
1,1,1,1.60732784179025,57,0.000905440611148623
1,1,1,1.60732784179025,58,0.000877474954654664
1,1,1,1.60732784179025,59,0.00085128122996082
1,1,1,1.60732784179025,60,0.000826692888753625
1,1,1,1.60732784179025,61,0.000803563848212591
1,1,1,1.60732784179025,62,0.000781765418520374
1,1,1,1.60732784179025,63,0.000761183770672051
1,1,1,1.60732784179025,64,0.000741717836436204
1,1,1,1.60732784179025,65,0.000723277556487069
1,1,1,1.60732784179025,66,0.000705782410866951
1,1,1,1.60732784179025,67,0.000689160179907875
1,1,1,1.60732784179025,68,0.00067334589437197
1,1,1,1.60732784179025,69,0.000658280941751887
1,1,1,1.60732784179025,70,0.000643912302249018
1,1,1,1.60732784179025,71,0.000630191892867866
1,1,1,1.60732784179025,72,0.00061707600216883
1,1,1,1.60732784179025,73,0.000604524801264824
1,1,1,1.60732784179025,74,0.000592501919270291
1,1,1,1.60732784179025,75,0.000580974072492346
1,1,1,1.60732784179025,76,0.000569910747193703
1,1,1,1.60732784179025,77,0.000559283905586662
