time,state
3.5,5.46874632253202
3.51,5.46875228542597
3.52,5.468758221355
3.53,5.46876413048286
3.54,5.46877001297206
3.55,5.46877586898384
3.56,5.46878169867824
3.57,5.46878750221405
3.58,5.4687932797489
3.59,5.46879903143917
3.6,5.4688047574401
3.61,5.46881045790573
3.62,5.46881613298895
3.63,5.4688217828415
3.64,5.46882740761396
3.65,5.46883300745581
3.66,5.46883858251539
3.67,5.46884413293992
3.68,5.46884965887555
3.69,5.46885516046732
3.7,5.4688606378592
3.71,5.46886609119408
3.72,5.46887152061379
3.73,5.46887692625913
3.74,5.46888230826984
3.75,5.46888766678462
3.76,5.46889300194118
3.77,5.46889831387619
3.78,5.46890360272532
3.79,5.46890886862326
3.8,5.4689141117037
3.81,5.46891933209936
3.82,5.46892452994198
3.83,5.46892970536235
3.84,5.46893485849032
3.85,5.46893998945478
3.86,5.46894509838369
3.87,5.46895018540408
3.88,5.46895525064208
3.89,5.46896029422288
3.9,5.46896531627081
3.91,5.46897031690926
3.92,5.46897529626077
3.93,5.46898025444698
3.94,5.46898519158867
3.95,5.46899010780576
3.96,5.46899500321731
3.97,5.46899987794151
3.98,5.46900473209576
3.99,5.46900956579658
4,5.46901437915969
4.01,5.46901917229996
4.02,5.4690239453315
4.03,5.46902869836757
4.04,5.46903343152065
4.05,5.46903814490243
4.06,5.4690428386238
4.07,5.46904751279488
4.08,5.46905216752504
4.09,5.46905680292286
4.1,5.46906141909617
4.11,5.46906601615205
4.12,5.46907059419683
4.13,5.4690751533361
4.14,5.46907969367473
4.15,5.46908421531685
4.16,5.46908871836587
4.17,5.46909320292449
4.18,5.46909766909471
4.19,5.46910211697782
4.2,5.4691065466744
4.21,5.46911095828436
4.22,5.46911535190691
4.23,5.46911972764059
4.24,5.46912408558327
4.25,5.46912842583214
4.26,5.46913274848373
4.27,5.46913705363392
4.28,5.46914134137793
4.29,5.46914561181034
4.3,5.46914986502508
4.31,5.46915410111546
4.32,5.46915832017415
4.33,5.46916252229318
4.34,5.469166707564
4.35,5.46917087607739
4.36,5.46917502792357
4.37,5.46917916319213
4.38,5.46918328197206
4.39,5.46918738435176
4.4,5.46919147041903
4.41,5.4691955402611
4.42,5.4691995939646
4.43,5.46920363161561
4.44,5.46920765329961
4.45,5.46921165910153
4.46,5.46921564910572
4.47,5.469219623396
4.48,5.46922358205561
4.49,5.46922752516725
4.5,5.46923145281309
4.51,5.46923536507472
4.52,5.46923926203324
4.53,5.46924314376919
4.54,5.46924701036259
4.55,5.46925086189293
4.56,5.46925469843919
4.57,5.46925852007983
4.58,5.4692623268928
4.59,5.46926611895553
4.6,5.46926989634498
4.61,5.46927365913757
4.62,5.46927740740925
4.63,5.46928114123546
4.64,5.46928486069119
4.65,5.46928856585089
4.66,5.46929225678858
4.67,5.46929593357778
4.68,5.46929959629153
4.69,5.46930324500241
4.7,5.46930687978255
4.71,5.4693105007036
4.72,5.46931410783674
4.73,5.46931770125272
4.74,5.46932128102183
4.75,5.46932484721391
4.76,5.46932839989836
4.77,5.46933193914412
4.78,5.46933546501973
4.79,5.46933897759326
4.8,5.46934247693236
4.81,5.46934596310426
4.82,5.46934943617576
4.83,5.46935289621324
4.84,5.46935634328265
4.85,5.46935977744956
4.86,5.46936319877908
4.87,5.46936660733594
4.88,5.46937000318447
4.89,5.46937338638857
4.9,5.46937675701178
4.91,5.46938011511721
4.92,5.46938346076759
4.93,5.46938679402525
4.94,5.46939011495214
4.95,5.46939342360984
4.96,5.46939672005952
4.97,5.46940000436198
4.98,5.46940327657766
4.99,5.46940653676661
5,5.46940978498851
5.01,5.46941302130267
5.02,5.46941624576806
5.03,5.46941945844325
5.04,5.46942265938648
5.05,5.46942584865561
5.06,5.46942902630816
5.07,5.4694321924013
5.08,5.46943534699184
5.09,5.46943849013624
5.1,5.46944162189065
5.11,5.46944474231083
5.12,5.46944785145222
5.13,5.46945094936994
5.14,5.46945403611876
5.15,5.46945711175312
5.16,5.46946017632713
5.17,5.46946322989456
5.18,5.46946627250889
5.19,5.46946930422324
5.2,5.46947232509044
5.21,5.46947533516298
5.22,5.46947833449304
5.23,5.4694813231325
5.24,5.46948430113291
5.25,5.46948726854553
5.26,5.4694902254213
5.27,5.46949317181085
5.28,5.46949610776453
5.29,5.46949903333237
5.3,5.46950194856412
5.31,5.46950485350921
5.32,5.46950774821681
5.33,5.46951063273575
5.34,5.46951350711463
5.35,5.46951637140171
5.36,5.469519225645
5.37,5.46952206989221
5.38,5.46952490419077
5.39,5.46952772858783
5.4,5.46953054313027
5.41,5.4695333478647
5.42,5.46953614283743
5.43,5.46953892809452
5.44,5.46954170368175
5.45,5.46954446964466
5.46,5.46954722602848
5.47,5.4695499728782
5.48,5.46955271023855
5.49,5.46955543815399
5.5,5.46955815666874
5.51,5.46956086582673
5.52,5.46956356567167
5.53,5.469566256247
5.54,5.4695689375959
5.55,5.46957160976132
5.56,5.46957427278595
5.57,5.46957692671223
5.58,5.46957957158237
5.59,5.46958220743833
5.6,5.46958483432181
5.61,5.46958745227431
5.62,5.46959006133706
5.63,5.46959266155106
5.64,5.46959525295708
5.65,5.46959783559566
5.66,5.4696004095071
5.67,5.46960297473147
5.68,5.46960553130863
5.69,5.46960807927819
5.7,5.46961061867954
5.71,5.46961314955186
5.72,5.46961567193409
5.73,5.46961818586496
5.74,5.46962069138298
5.75,5.46962318852643
5.76,5.4696256773334
5.77,5.46962815784174
5.78,5.4696306300891
5.79,5.4696330941129
5.8,5.46963554995038
5.81,5.46963799763855
5.82,5.46964043721421
5.83,5.46964286871396
5.84,5.46964529217421
5.85,5.46964770763113
5.86,5.46965011512073
5.87,5.46965251467879
5.88,5.4696549063409
5.89,5.46965729014245
5.9,5.46965966611863
5.91,5.46966203430445
5.92,5.4696643947347
5.93,5.469666747444
5.94,5.46966909246677
5.95,5.46967142983724
5.96,5.46967375958944
5.97,5.46967608175723
5.98,5.46967839637428
5.99,5.46968070347406
6,5.46968300308987
6.01,5.46968529525483
6.02,5.46968758000186
6.03,5.46968985736371
6.04,5.46969212737295
6.05,5.46969439006198
6.06,5.46969664546302
6.07,5.46969889360809
6.08,5.46970113452907
6.09,5.46970336825764
6.1,5.46970559482533
6.11,5.46970781426347
6.12,5.46971002660325
6.13,5.46971223187568
6.14,5.46971443011158
6.15,5.46971662134164
6.16,5.46971880559636
6.17,5.46972098290607
6.18,5.46972315330097
6.19,5.46972531681105
6.2,5.46972747346618
6.21,5.46972962329604
6.22,5.46973176633017
6.23,5.46973390259794
6.24,5.46973603212857
6.25,5.46973815495111
6.26,5.46974027109447
6.27,5.46974238058739
6.28,5.46974448345848
6.29,5.46974657973617
6.3,5.46974866944876
6.31,5.46975075262438
6.32,5.46975282929103
6.33,5.46975489947654
6.34,5.46975696320861
6.35,5.46975902051479
6.36,5.46976107142247
6.37,5.46976311595892
6.38,5.46976515415123
6.39,5.46976718602639
6.4,5.46976921161121
6.41,5.46977123093239
6.42,5.46977324401645
6.43,5.46977525088981
6.44,5.46977725157873
6.45,5.46977924610934
6.46,5.46978123450763
6.47,5.46978321679944
6.48,5.4697851930105
6.49,5.46978716316639
6.5,5.46978912729257
6.51,5.46979108541433
6.52,5.46979303755688
6.53,5.46979498374527
6.54,5.46979692400441
6.55,5.4697988583591
6.56,5.46980078683401
6.57,5.46980270945366
6.58,5.46980462624248
6.59,5.46980653722474
6.6,5.4698084424246
6.61,5.46981034186609
6.62,5.46981223557312
6.63,5.46981412356947
6.64,5.46981600587881
6.65,5.46981788252467
6.66,5.46981975353047
6.67,5.46982161891952
6.68,5.46982347871499
6.69,5.46982533293994
6.7,5.46982718161731
6.71,5.46982902476994
6.72,5.46983086242051
6.73,5.46983269459163
6.74,5.46983452130577
6.75,5.46983634258529
6.76,5.46983815845245
6.77,5.46983996892936
6.78,5.46984177403807
6.79,5.46984357380047
6.8,5.46984536823836
6.81,5.46984715737344
6.82,5.46984894122728
6.83,5.46985071982135
6.84,5.469852493177
6.85,5.4698542613155
6.86,5.46985602425799
6.87,5.4698577820255
6.88,5.46985953463897
6.89,5.46986128211922
6.9,5.46986302448699
6.91,5.46986476176288
6.92,5.46986649396741
6.93,5.46986822112099
6.94,5.46986994324394
6.95,5.46987166035646
6.96,5.46987337247866
6.97,5.46987507963055
6.98,5.46987678183202
6.99,5.4698784791029
7,5.46988017146289
7.01,5.4698818589316
7.02,5.46988354152854
7.03,5.46988521927314
7.04,5.46988689218471
7.05,5.46988856028246
7.06,5.46989022358556
7.07,5.469891882113
7.08,5.46989353588375
7.09,5.46989518491665
7.1,5.46989682923045
7.11,5.46989846884381
7.12,5.46990010377531
7.13,5.46990173404342
7.14,5.46990335966653
7.15,5.46990498066293
7.16,5.46990659705084
7.17,5.46990820884838
7.18,5.46990981607356
7.19,5.46991141874434
7.2,5.46991301687857
7.21,5.46991461049401
7.22,5.46991619960835
7.23,5.46991778423918
7.24,5.469919364404
7.25,5.46992094012024
7.26,5.46992251140523
7.27,5.46992407827624
7.28,5.46992564075043
7.29,5.46992719884489
7.3,5.46992875257662
7.31,5.46993030196254
7.32,5.4699318470195
7.33,5.46993338776425
7.34,5.46993492421347
7.35,5.46993645638376
7.36,5.46993798429164
7.37,5.46993950795354
7.38,5.46994102738583
7.39,5.46994254260478
7.4,5.4699440536266
7.41,5.4699455604674
7.42,5.46994706314325
7.43,5.46994856167011
7.44,5.46995005606387
7.45,5.46995154634035
7.46,5.46995303251529
7.47,5.46995451460437
7.48,5.46995599262318
7.49,5.46995746658723
7.5,5.46995893651197
7.51,5.46996040241278
7.52,5.46996186430494
7.53,5.46996332220369
7.54,5.46996477612418
7.55,5.46996622608149
7.56,5.46996767209064
7.57,5.46996911416656
7.58,5.46997055232412
7.59,5.46997198657813
7.6,5.46997341694332
7.61,5.46997484343433
7.62,5.46997626606576
7.63,5.46997768485215
7.64,5.46997909980793
7.65,5.46998051094751
7.66,5.46998191828518
7.67,5.46998332183522
7.68,5.4699847216118
7.69,5.46998611762905
7.7,5.46998750990101
7.71,5.46998889844168
7.72,5.46999028326497
7.73,5.46999166438475
7.74,5.4699930418148
7.75,5.46999441556885
7.76,5.46999578566058
7.77,5.46999715210358
7.78,5.46999851491139
7.79,5.46999987409748
7.8,5.47000122967528
7.81,5.47000258165812
7.82,5.47000393005931
7.83,5.47000527489206
7.84,5.47000661616954
7.85,5.47000795390487
7.86,5.47000928811109
7.87,5.47001061880118
7.88,5.47001194598807
7.89,5.47001326968462
7.9,5.47001458990365
7.91,5.4700159066579
7.92,5.47001721996007
7.93,5.47001852982277
7.94,5.47001983625861
7.95,5.47002113928007
7.96,5.47002243889964
7.97,5.47002373512972
7.98,5.47002502798263
7.99,5.47002631747069
8,5.47002760360612
8.01,5.4700288864011
8.02,5.47003016586776
8.03,5.47003144201816
8.04,5.47003271486431
8.05,5.47003398441819
8.06,5.47003525069169
8.07,5.47003651369666
8.08,5.4700377734449
8.09,5.47003902994816
8.1,5.47004028321813
8.11,5.47004153326644
8.12,5.47004278010468
8.13,5.4700440237444
8.14,5.47004526419706
8.15,5.4700465014741
8.16,5.4700477355869
8.17,5.47004896654679
8.18,5.47005019436504
8.19,5.47005141905289
8.2,5.47005264062151
8.21,5.47005385908202
8.22,5.47005507444551
8.23,5.470056286723
8.24,5.47005749592547
8.25,5.47005870206385
8.26,5.47005990514902
8.27,5.47006110519181
8.28,5.47006230220302
8.29,5.47006349619337
8.3,5.47006468717355
8.31,5.47006587515422
8.32,5.47006706014595
8.33,5.4700682421593
8.34,5.47006942120477
8.35,5.47007059729281
8.36,5.47007177043384
8.37,5.47007294063822
8.38,5.47007410791625
8.39,5.47007527227822
8.4,5.47007643373435
8.41,5.47007759229482
8.42,5.47007874796978
8.43,5.4700799007693
8.44,5.47008105070344
8.45,5.47008219778221
8.46,5.47008334201555
8.47,5.4700844834134
8.48,5.47008562198562
8.49,5.47008675774204
8.5,5.47008789069246
8.51,5.4700890208466
8.52,5.47009014821419
8.53,5.47009127280487
8.54,5.47009239462827
8.55,5.47009351369396
8.56,5.47009463001148
8.57,5.47009574359031
8.58,5.47009685443991
8.59,5.4700979625697
8.6,5.47009906798905
8.61,5.47010017070727
8.62,5.47010127073367
8.63,5.47010236807749
8.64,5.47010346274794
8.65,5.47010455475419
8.66,5.47010564410538
8.67,5.47010673081058
8.68,5.47010781487887
8.69,5.47010889631924
8.7,5.47010997514068
8.71,5.47011105135212
8.72,5.47011212496245
8.73,5.47011319598055
8.74,5.47011426441522
8.75,5.47011533027526
8.76,5.4701163935694
8.77,5.47011745430637
8.78,5.47011851249483
8.79,5.47011956814341
8.8,5.47012062126072
8.81,5.47012167185531
8.82,5.47012271993572
8.83,5.47012376551044
8.84,5.4701248085879
8.85,5.47012584917654
8.86,5.47012688728474
8.87,5.47012792292083
8.88,5.47012895609314
8.89,5.47012998680994
8.9,5.47013101507947
8.91,5.47013204090993
8.92,5.4701330643095
8.93,5.47013408528631
8.94,5.47013510384847
8.95,5.47013612000405
8.96,5.47013713376107
8.97,5.47013814512755
8.98,5.47013915411145
8.99,5.47014016072071
9,5.47014116496322
9.01,5.47014216684686
9.02,5.47014316637945
9.03,5.47014416356881
9.04,5.47014515842269
9.05,5.47014615094885
9.06,5.47014714115498
9.07,5.47014812904875
9.08,5.47014911463781
9.09,5.47015009792977
9.1,5.47015107893221
9.11,5.47015205765266
9.12,5.47015303409865
9.13,5.47015400827766
9.14,5.47015498019715
9.15,5.47015594986452
9.16,5.47015691728719
9.17,5.4701578824725
9.18,5.47015884542778
9.19,5.47015980616035
9.2,5.47016076467746
9.21,5.47016172098636
9.22,5.47016267509426
9.23,5.47016362700833
9.24,5.47016457673574
9.25,5.47016552428359
9.26,5.47016646965899
9.27,5.47016741286899
9.28,5.47016835392064
9.29,5.47016929282093
9.3,5.47017022957685
9.31,5.47017116419534
9.32,5.47017209668333
9.33,5.47017302704769
9.34,5.47017395529531
9.35,5.47017488143302
9.36,5.47017580546761
9.37,5.47017672740588
9.38,5.47017764725458
9.39,5.47017856502042
9.4,5.47017948071012
9.41,5.47018039433034
9.42,5.47018130588772
9.43,5.47018221538888
9.44,5.47018312284042
9.45,5.47018402824889
9.46,5.47018493162083
9.47,5.47018583296276
9.48,5.47018673228116
9.49,5.47018762958247
9.5,5.47018852487315
9.51,5.4701894181596
9.52,5.47019030944819
9.53,5.47019119874528
9.54,5.4701920860572
9.55,5.47019297139026
9.56,5.47019385475073
9.57,5.47019473614486
9.58,5.47019561557889
9.59,5.47019649305903
9.6,5.47019736859144
9.61,5.47019824218228
9.62,5.47019911383769
9.63,5.47019998356377
9.64,5.47020085136659
9.65,5.47020171725223
9.66,5.4702025812267
9.67,5.47020344329602
9.68,5.47020430346617
9.69,5.47020516174312
9.7,5.4702060181328
9.71,5.47020687264112
9.72,5.47020772527398
9.73,5.47020857603725
9.74,5.47020942493677
9.75,5.47021027197835
9.76,5.4702111171678
9.77,5.47021196051089
9.78,5.47021280201338
9.79,5.47021364168099
9.8,5.47021447951944
9.81,5.4702153155344
9.82,5.47021614973154
9.83,5.47021698211651
9.84,5.47021781269491
9.85,5.47021864147234
9.86,5.47021946845438
9.87,5.47022029364658
9.88,5.47022111705448
9.89,5.47022193868357
9.9,5.47022275853935
9.91,5.47022357662729
9.92,5.47022439295282
9.93,5.47022520752138
9.94,5.47022602033836
9.95,5.47022683140915
9.96,5.47022764073911
9.97,5.47022844833357
9.98,5.47022925419786
9.99,5.47023005833728
10,5.45591945549299
10.01,5.43491571786153
10.02,5.41736031082063
10.03,5.4014526133769
10.04,5.38664695528422
10.05,5.37266912373804
10.06,5.35935380225488
10.07,5.34659047355095
10.08,5.33430007424751
10.09,5.32242325214066
10.1,5.31091381483884
10.11,5.29973478807711
10.12,5.2888559031399
10.13,5.27825192025716
10.14,5.26790146741292
10.15,5.25778621088589
10.16,5.24789024709541
10.17,5.2381996466406
10.18,5.22870210577289
10.19,5.21938667544523
10.2,5.21024354750515
10.21,5.20126388372758
10.22,5.19243967747194
10.23,5.18376364053582
10.24,5.17522910971719
10.25,5.16682996897086
10.26,5.15856058403381
10.27,5.15041574711651
10.28,5.14239062979216
10.29,5.13448074261708
10.3,5.12668190031934
10.31,5.11899019162591
10.32,5.1114019529791
10.33,5.10391374553325
10.34,5.09652233493451
10.35,5.08922467347358
10.36,5.08201788427228
10.37,5.07489924722126
10.38,5.06786618643214
10.39,5.0609162590047
10.4,5.05404714494062
10.41,5.04725663806053
10.42,5.04054263780198
10.43,5.03390314179375
10.44,5.02733623911618
10.45,5.02084010416974
10.46,5.01441299108447
10.47,5.00805322861155
10.48,5.00175921544583
10.49,4.99552941593465
10.5,4.98936235613354
10.51,4.98325662017437
10.52,4.97721084691538
10.53,4.97122372684599
10.54,4.96529399922268
10.55,4.9594204494145
10.56,4.95360190643932
10.57,4.94783724067375
10.58,4.94212536172188
10.59,4.93646521642891
10.6,4.93085578702765
10.61,4.9252960894068
10.62,4.91978517149136
10.63,4.91432211172569
10.64,4.90890601765174
10.65,4.90353602457449
10.66,4.89821129430852
10.67,4.89293101399909
10.68,4.88769439501266
10.69,4.88250067189136
10.7,4.87734910136736
10.71,4.87223896143235
10.72,4.86716955045861
10.73,4.86214018636817
10.74,4.85715020584646
10.75,4.85219896359793
10.76,4.84728583164056
10.77,4.84241019863673
10.78,4.83757146925834
10.79,4.83276906358389
10.8,4.8280024165253
10.81,4.82327097728315
10.82,4.81857420882801
10.83,4.81391158740683
10.84,4.8092826020725
10.85,4.80468675423533
10.86,4.80012355723555
10.87,4.79559253593475
10.88,4.79109322632626
10.89,4.78662517516264
10.9,4.78218793959946
10.91,4.77778108685487
10.92,4.77340419388369
10.93,4.76905684706535
10.94,4.76473864190498
10.95,4.76044918274708
10.96,4.75618808250088
10.97,4.75195496237696
10.98,4.74774945163448
10.99,4.74357118733855
11,4.73941981412719
11.01,4.73529498398744
11.02,4.73119635604011
11.03,4.72712359633277
11.04,4.72307637764086
11.05,4.71905437927586
11.06,4.715057286901
11.07,4.71108479235374
11.08,4.70713659347446
11.09,4.70321239394165
11.1,4.69931190311304
11.11,4.6954348358722
11.12,4.69158091248064
11.13,4.68774985843516
11.14,4.68394140433012
11.15,4.6801552857243
11.16,4.6763912430126
11.17,4.67264902130168
11.18,4.66892837029024
11.19,4.66522904415282
11.2,4.66155080142775
11.21,4.65789340490869
11.22,4.65425662153948
11.23,4.65064022231284
11.24,4.6470439821717
11.25,4.64346767991416
11.26,4.63991109810126
11.27,4.63637402296744
11.28,4.63285624433412
11.29,4.62935755552566
11.3,4.62587775328794
11.31,4.62241663770955
11.32,4.61897401214515
11.33,4.61554968314114
11.34,4.61214346036374
11.35,4.60875515652879
11.36,4.60538458733417
11.37,4.60203157139338
11.38,4.5986959301719
11.39,4.59537748792472
11.4,4.5920760716359
11.41,4.58879151095987
11.42,4.58552363816417
11.43,4.58227228807405
11.44,4.57903729801832
11.45,4.57581850777698
11.46,4.5726157595299
11.47,4.56942889780724
11.48,4.56625776944106
11.49,4.56310222351812
11.5,4.5599621113342
11.51,4.55683728634916
11.52,4.55372760414382
11.53,4.55063292237731
11.54,4.54755310074597
11.55,4.54448800094318
11.56,4.54143748662001
11.57,4.53840142334723
11.58,4.53537967857806
11.59,4.53237212161171
11.6,4.52937862355829
11.61,4.52639905730402
11.62,4.5234332974778
11.63,4.52048122041821
11.64,4.51754270414153
11.65,4.51461762831055
11.66,4.51170587420393
11.67,4.5088073246865
11.68,4.50592186418019
