run,b,ic,t,x,sigma
13,0.2,0.0511938268203712,0.01,0.0520940466131266,0.01
13,0.2,0.0511938268203712,0.02,0.0508039230327748,0.01
13,0.2,0.0511938268203712,0.03,0.0523246507082365,0.01
13,0.2,0.0511938268203712,0.04,0.0531515463228628,0.01
13,0.2,0.0511938268203712,0.05,0.0551681340385245,0.01
13,0.2,0.0511938268203712,0.06,0.0552176378546673,0.01
13,0.2,0.0511938268203712,0.07,0.0559457628286491,0.01
13,0.2,0.0511938268203712,0.08,0.0575187301041285,0.01
13,0.2,0.0511938268203712,0.09,0.0584481937059129,0.01
13,0.2,0.0511938268203712,0.1,0.059708057054735,0.01
13,0.2,0.0511938268203712,0.11,0.0588400489613179,0.01
13,0.2,0.0511938268203712,0.12,0.0586672199004082,0.01
13,0.2,0.0511938268203712,0.13,0.0577108616266412,0.01
13,0.2,0.0511938268203712,0.14,0.0594763368833152,0.01
13,0.2,0.0511938268203712,0.15,0.0598617532412818,0.01
13,0.2,0.0511938268203712,0.16,0.0612989157790557,0.01
13,0.2,0.0511938268203712,0.17,0.0615618795011329,0.01
13,0.2,0.0511938268203712,0.18,0.0615992271501454,0.01
13,0.2,0.0511938268203712,0.19,0.0610451628323746,0.01
13,0.2,0.0511938268203712,0.2,0.0618944006328277,0.01
13,0.2,0.0511938268203712,0.21,0.0648163241974232,0.01
13,0.2,0.0511938268203712,0.22,0.0647249405825182,0.01
13,0.2,0.0511938268203712,0.23,0.0657722183641621,0.01
13,0.2,0.0511938268203712,0.24,0.068710025590959,0.01
13,0.2,0.0511938268203712,0.25,0.0690922123516727,0.01
13,0.2,0.0511938268203712,0.26,0.0697080953916555,0.01
13,0.2,0.0511938268203712,0.27,0.0723433075967937,0.01
13,0.2,0.0511938268203712,0.28,0.0754207327220301,0.01
13,0.2,0.0511938268203712,0.29,0.0764565296621433,0.01
13,0.2,0.0511938268203712,0.3,0.0806902090371679,0.01
13,0.2,0.0511938268203712,0.31,0.085275905145145,0.01
13,0.2,0.0511938268203712,0.32,0.0886496921309693,0.01
13,0.2,0.0511938268203712,0.33,0.0947423938416585,0.01
13,0.2,0.0511938268203712,0.34,0.101383206635958,0.01
13,0.2,0.0511938268203712,0.35,0.109359308608265,0.01
13,0.2,0.0511938268203712,0.36,0.120809966545192,0.01
13,0.2,0.0511938268203712,0.37,0.134026819999501,0.01
13,0.2,0.0511938268203712,0.38,0.149211942088632,0.01
13,0.2,0.0511938268203712,0.39,0.168095142752654,0.01
13,0.2,0.0511938268203712,0.4,0.193682466274226,0.01
13,0.2,0.0511938268203712,0.41,0.227559939048115,0.01
13,0.2,0.0511938268203712,0.42,0.269743216774508,0.01
13,0.2,0.0511938268203712,0.43,0.326514749565903,0.01
13,0.2,0.0511938268203712,0.44,0.40245437546575,0.01
13,0.2,0.0511938268203712,0.45,0.50534322940704,0.01
13,0.2,0.0511938268203712,0.46,0.645854634356506,0.01
13,0.2,0.0511938268203712,0.47,0.837337616466652,0.01
13,0.2,0.0511938268203712,0.48,1.09435705866927,0.01
13,0.2,0.0511938268203712,0.49,1.43702992349235,0.01
13,0.2,0.0511938268203712,0.5,1.87910299869322,0.01
13,0.2,0.0511938268203712,0.51,2.42598941876845,0.01
13,0.2,0.0511938268203712,0.52,3.0650931329874,0.01
13,0.2,0.0511938268203712,0.53,3.7558598331933,0.01
13,0.2,0.0511938268203712,0.54,4.4239574638965,0.01
13,0.2,0.0511938268203712,0.55,4.99235450385382,0.01
13,0.2,0.0511938268203712,0.56,5.39804589940046,0.01
13,0.2,0.0511938268203712,0.57,5.62927976932482,0.01
13,0.2,0.0511938268203712,0.58,5.73015013648514,0.01
13,0.2,0.0511938268203712,0.59,5.75814766349494,0.01
13,0.2,0.0511938268203712,0.6,5.75711903763539,0.01
13,0.2,0.0511938268203712,0.61,5.75293562453928,0.01
13,0.2,0.0511938268203712,0.62,5.7492139872822,0.01
13,0.2,0.0511938268203712,0.63,5.74758552144235,0.01
13,0.2,0.0511938268203712,0.64,5.7473682972288,0.01
13,0.2,0.0511938268203712,0.65,5.74846002835818,0.01
13,0.2,0.0511938268203712,0.66,5.74835947573443,0.01
13,0.2,0.0511938268203712,0.67,5.74726632300535,0.01
13,0.2,0.0511938268203712,0.68,5.74801962067721,0.01
13,0.2,0.0511938268203712,0.69,5.74782814168546,0.01
13,0.2,0.0511938268203712,0.7,5.74749234159461,0.01
13,0.2,0.0511938268203712,0.71,5.74860724241184,0.01
13,0.2,0.0511938268203712,0.72,5.74776807430259,0.01
13,0.2,0.0511938268203712,0.73,5.74729722722897,0.01
13,0.2,0.0511938268203712,0.74,5.74803498347452,0.01
13,0.2,0.0511938268203712,0.75,5.74824338413152,0.01
13,0.2,0.0511938268203712,0.76,5.74848066597689,0.01
13,0.2,0.0511938268203712,0.77,5.74803713737927,0.01
13,0.2,0.0511938268203712,0.78,5.74626612077619,0.01
13,0.2,0.0511938268203712,0.79,5.74753617170691,0.01
13,0.2,0.0511938268203712,0.8,5.74711154534981,0.01
13,0.2,0.0511938268203712,0.81,5.74525060386963,0.01
13,0.2,0.0511938268203712,0.82,5.74596793452647,0.01
13,0.2,0.0511938268203712,0.83,5.74630004593542,0.01
13,0.2,0.0511938268203712,0.84,5.74877990049767,0.01
13,0.2,0.0511938268203712,0.85,5.74825567939047,0.01
13,0.2,0.0511938268203712,0.86,5.74885372595411,0.01
13,0.2,0.0511938268203712,0.87,5.74882589560399,0.01
13,0.2,0.0511938268203712,0.88,5.74718447287167,0.01
13,0.2,0.0511938268203712,0.89,5.7456932381604,0.01
13,0.2,0.0511938268203712,0.9,5.74770499349743,0.01
13,0.2,0.0511938268203712,0.91,5.74794430608601,0.01
13,0.2,0.0511938268203712,0.92,5.74525182643099,0.01
13,0.2,0.0511938268203712,0.93,5.74503268354106,0.01
13,0.2,0.0511938268203712,0.94,5.7465804987158,0.01
13,0.2,0.0511938268203712,0.95,5.7476903193028,0.01
13,0.2,0.0511938268203712,0.96,5.74863061388886,0.01
13,0.2,0.0511938268203712,0.97,5.75048502183522,0.01
13,0.2,0.0511938268203712,0.98,5.74862178982829,0.01
13,0.2,0.0511938268203712,0.99,5.74641795138363,0.01
13,0.2,0.0511938268203712,1,5.74815611718528,0.01
13,0.2,0.0511938268203712,1.01,5.74762598677154,0.01
13,0.2,0.0511938268203712,1.02,5.7480383075859,0.01
13,0.2,0.0511938268203712,1.03,5.7470417480684,0.01
13,0.2,0.0511938268203712,1.04,5.74653509573328,0.01
13,0.2,0.0511938268203712,1.05,5.744857631273,0.01
13,0.2,0.0511938268203712,1.06,5.74649998729475,0.01
13,0.2,0.0511938268203712,1.07,5.74677247938601,0.01
13,0.2,0.0511938268203712,1.08,5.74654981847981,0.01
13,0.2,0.0511938268203712,1.09,5.74626708638819,0.01
13,0.2,0.0511938268203712,1.1,5.74641318511953,0.01
13,0.2,0.0511938268203712,1.11,5.74483788800581,0.01
13,0.2,0.0511938268203712,1.12,5.74513286065651,0.01
13,0.2,0.0511938268203712,1.13,5.74679621470684,0.01
13,0.2,0.0511938268203712,1.14,5.74841801214217,0.01
13,0.2,0.0511938268203712,1.15,5.7479163765212,0.01
13,0.2,0.0511938268203712,1.16,5.74818506018111,0.01
13,0.2,0.0511938268203712,1.17,5.75091242389326,0.01
13,0.2,0.0511938268203712,1.18,5.75019617863006,0.01
13,0.2,0.0511938268203712,1.19,5.74847595808141,0.01
13,0.2,0.0511938268203712,1.2,5.74483899460653,0.01
13,0.2,0.0511938268203712,1.21,5.74691469461195,0.01
13,0.2,0.0511938268203712,1.22,5.74815094700337,0.01
13,0.2,0.0511938268203712,1.23,5.74759894031794,0.01
13,0.2,0.0511938268203712,1.24,5.74667930840649,0.01
13,0.2,0.0511938268203712,1.25,5.74857792599589,0.01
13,0.2,0.0511938268203712,1.26,5.7489127129846,0.01
13,0.2,0.0511938268203712,1.27,5.74829669688455,0.01
13,0.2,0.0511938268203712,1.28,5.74717240878351,0.01
13,0.2,0.0511938268203712,1.29,5.74597290225817,0.01
13,0.2,0.0511938268203712,1.3,5.74679411792387,0.01
13,0.2,0.0511938268203712,1.31,5.74814095833418,0.01
13,0.2,0.0511938268203712,1.32,5.74982737203673,0.01
13,0.2,0.0511938268203712,1.33,5.74966758359898,0.01
13,0.2,0.0511938268203712,1.34,5.74851770832309,0.01
13,0.2,0.0511938268203712,1.35,5.74890465759824,0.01
13,0.2,0.0511938268203712,1.36,5.74732369908403,0.01
13,0.2,0.0511938268203712,1.37,5.74762851746919,0.01
13,0.2,0.0511938268203712,1.38,5.7486907977477,0.01
13,0.2,0.0511938268203712,1.39,5.7462714869958,0.01
13,0.2,0.0511938268203712,1.4,5.74602859108377,0.01
13,0.2,0.0511938268203712,1.41,5.74608846041716,0.01
13,0.2,0.0511938268203712,1.42,5.74634890191793,0.01
13,0.2,0.0511938268203712,1.43,5.74636631127621,0.01
13,0.2,0.0511938268203712,1.44,5.74614065515815,0.01
13,0.2,0.0511938268203712,1.45,5.74514058533815,0.01
13,0.2,0.0511938268203712,1.46,5.74681002613389,0.01
13,0.2,0.0511938268203712,1.47,5.74629168439836,0.01
13,0.2,0.0511938268203712,1.48,5.74722989811349,0.01
13,0.2,0.0511938268203712,1.49,5.74729197539101,0.01
13,0.2,0.0511938268203712,1.5,5.74757188705103,0.01
13,0.2,0.0511938268203712,1.51,5.74694927390532,0.01
13,0.2,0.0511938268203712,1.52,5.74673745429838,0.01
13,0.2,0.0511938268203712,1.53,5.74726498884667,0.01
13,0.2,0.0511938268203712,1.54,5.746827437931,0.01
13,0.2,0.0511938268203712,1.55,5.74526335589866,0.01
13,0.2,0.0511938268203712,1.56,5.74891924522441,0.01
13,0.2,0.0511938268203712,1.57,5.74865606519538,0.01
13,0.2,0.0511938268203712,1.58,5.74691041514921,0.01
13,0.2,0.0511938268203712,1.59,5.74772005461749,0.01
13,0.2,0.0511938268203712,1.6,5.75007656829236,0.01
13,0.2,0.0511938268203712,1.61,5.75004042230037,0.01
13,0.2,0.0511938268203712,1.62,5.75013332462897,0.01
13,0.2,0.0511938268203712,1.63,5.74734565682876,0.01
13,0.2,0.0511938268203712,1.64,5.74929972596546,0.01
13,0.2,0.0511938268203712,1.65,5.7493073957024,0.01
13,0.2,0.0511938268203712,1.66,5.75004030307561,0.01
13,0.2,0.0511938268203712,1.67,5.749153728634,0.01
13,0.2,0.0511938268203712,1.68,5.74638362692163,0.01
13,0.2,0.0511938268203712,1.69,5.74782227211572,0.01
13,0.2,0.0511938268203712,1.7,5.74658882086595,0.01
13,0.2,0.0511938268203712,1.71,5.74779426218098,0.01
13,0.2,0.0511938268203712,1.72,5.74743364949124,0.01
13,0.2,0.0511938268203712,1.73,5.74582828879918,0.01
13,0.2,0.0511938268203712,1.74,5.74581450334646,0.01
13,0.2,0.0511938268203712,1.75,5.74774182589292,0.01
13,0.2,0.0511938268203712,1.76,5.74784477567305,0.01
13,0.2,0.0511938268203712,1.77,5.74809443553426,0.01
13,0.2,0.0511938268203712,1.78,5.74991803964962,0.01
13,0.2,0.0511938268203712,1.79,5.74805786252383,0.01
13,0.2,0.0511938268203712,1.8,5.74700799132741,0.01
13,0.2,0.0511938268203712,1.81,5.74680405613808,0.01
13,0.2,0.0511938268203712,1.82,5.7473835158242,0.01
13,0.2,0.0511938268203712,1.83,5.74865726917044,0.01
13,0.2,0.0511938268203712,1.84,5.74782254904896,0.01
13,0.2,0.0511938268203712,1.85,5.74745947983736,0.01
13,0.2,0.0511938268203712,1.86,5.74706528221373,0.01
13,0.2,0.0511938268203712,1.87,5.7469423444988,0.01
13,0.2,0.0511938268203712,1.88,5.74683350018831,0.01
13,0.2,0.0511938268203712,1.89,5.7488346673274,0.01
13,0.2,0.0511938268203712,1.9,5.74755750960948,0.01
13,0.2,0.0511938268203712,1.91,5.74875192744025,0.01
13,0.2,0.0511938268203712,1.92,5.74929600327005,0.01
13,0.2,0.0511938268203712,1.93,5.7493005057023,0.01
13,0.2,0.0511938268203712,1.94,5.7478810740562,0.01
13,0.2,0.0511938268203712,1.95,5.74627552683206,0.01
13,0.2,0.0511938268203712,1.96,5.74755525233775,0.01
13,0.2,0.0511938268203712,1.97,5.74717280462963,0.01
13,0.2,0.0511938268203712,1.98,5.7473078742187,0.01
13,0.2,0.0511938268203712,1.99,5.74728259174618,0.01
13,0.2,0.0511938268203712,2,5.74527551033357,0.01
13,0.2,0.0531938268203712,0,0.0531938268203712,0.01
13,0.2,0.0531938268203712,0.01,0.053989728089454,0.01
13,0.2,0.0531938268203712,0.02,0.0522170804080622,0.01
13,0.2,0.0531938268203712,0.03,0.0536390796434912,0.01
13,0.2,0.0531938268203712,0.04,0.0548997451125025,0.01
13,0.2,0.0531938268203712,0.05,0.05559149137896,0.01
13,0.2,0.0531938268203712,0.06,0.054069704358955,0.01
13,0.2,0.0531938268203712,0.07,0.0551163800089197,0.01
13,0.2,0.0531938268203712,0.08,0.0544449705950655,0.01
13,0.2,0.0531938268203712,0.09,0.055653855136199,0.01
13,0.2,0.0531938268203712,0.1,0.0540094185606564,0.01
13,0.2,0.0531938268203712,0.11,0.0547567039650125,0.01
13,0.2,0.0531938268203712,0.12,0.0552728499463064,0.01
13,0.2,0.0531938268203712,0.13,0.0555489385876186,0.01
13,0.2,0.0531938268203712,0.14,0.0553786141910731,0.01
13,0.2,0.0531938268203712,0.15,0.0555363225258802,0.01
13,0.2,0.0531938268203712,0.16,0.0570052406388775,0.01
13,0.2,0.0531938268203712,0.17,0.0585712642276752,0.01
13,0.2,0.0531938268203712,0.18,0.0604955891621411,0.01
13,0.2,0.0531938268203712,0.19,0.061684025674906,0.01
13,0.2,0.0531938268203712,0.2,0.0621631635704117,0.01
13,0.2,0.0531938268203712,0.21,0.0645326099639731,0.01
13,0.2,0.0531938268203712,0.22,0.0652623984828178,0.01
13,0.2,0.0531938268203712,0.23,0.066014083808905,0.01
13,0.2,0.0531938268203712,0.24,0.0685732904127873,0.01
13,0.2,0.0531938268203712,0.25,0.0711309121369769,0.01
13,0.2,0.0531938268203712,0.26,0.0725124245524864,0.01
13,0.2,0.0531938268203712,0.27,0.0744649314729123,0.01
13,0.2,0.0531938268203712,0.28,0.0756813873707122,0.01
13,0.2,0.0531938268203712,0.29,0.0789607418748117,0.01
13,0.2,0.0531938268203712,0.3,0.0828733713605367,0.01
13,0.2,0.0531938268203712,0.31,0.0866240293844372,0.01
13,0.2,0.0531938268203712,0.32,0.0921229001075163,0.01
13,0.2,0.0531938268203712,0.33,0.0974209834170188,0.01
13,0.2,0.0531938268203712,0.34,0.103853793725591,0.01
13,0.2,0.0531938268203712,0.35,0.113208474570227,0.01
13,0.2,0.0531938268203712,0.36,0.123770921574899,0.01
13,0.2,0.0531938268203712,0.37,0.137799319354627,0.01
13,0.2,0.0531938268203712,0.38,0.155635063330507,0.01
13,0.2,0.0531938268203712,0.39,0.176247390456649,0.01
13,0.2,0.0531938268203712,0.4,0.202043685732132,0.01
13,0.2,0.0531938268203712,0.41,0.237319872200821,0.01
13,0.2,0.0531938268203712,0.42,0.284474468551644,0.01
13,0.2,0.0531938268203712,0.43,0.348155970296746,0.01
13,0.2,0.0531938268203712,0.44,0.43143482462484,0.01
13,0.2,0.0531938268203712,0.45,0.544149229781996,0.01
13,0.2,0.0531938268203712,0.46,0.698391864900279,0.01
13,0.2,0.0531938268203712,0.47,0.907613894288278,0.01
13,0.2,0.0531938268203712,0.48,1.18756455812095,0.01
13,0.2,0.0531938268203712,0.49,1.5579477707966,0.01
13,0.2,0.0531938268203712,0.5,2.03329444484146,0.01
13,0.2,0.0531938268203712,0.51,2.61102259996217,0.01
13,0.2,0.0531938268203712,0.52,3.27405038191353,0.01
13,0.2,0.0531938268203712,0.53,3.96690029865096,0.01
13,0.2,0.0531938268203712,0.54,4.61287202581578,0.01
13,0.2,0.0531938268203712,0.55,5.13461696002866,0.01
13,0.2,0.0531938268203712,0.56,5.48620327022297,0.01
13,0.2,0.0531938268203712,0.57,5.67196534669103,0.01
13,0.2,0.0531938268203712,0.58,5.74562926682198,0.01
13,0.2,0.0531938268203712,0.59,5.75974026125807,0.01
