run,b,ic_id,ic_val,t,x
1,0.2,1,0.156604455307316,0,0.156604455307316
1,0.2,1,0.156604455307316,1,0.156542253424731
1,0.2,1,0.156604455307316,2,0.15645383217554
1,0.2,1,0.156604455307316,3,0.156321104720353
1,0.2,1,0.156604455307316,4,0.156120643563228
1,0.2,1,0.156604455307316,5,0.155817424722391
1,0.2,1,0.156604455307316,6,0.15535874577289
1,0.2,1,0.156604455307316,7,0.154665410200431
1,0.2,1,0.156604455307316,8,0.153618902975654
1,0.2,1,0.156604455307316,9,0.152043106723469
1,0.2,1,0.156604455307316,10,0.149679209907286
1,0.2,1,0.156604455307316,11,0.146153639357191
1,0.2,1,0.156604455307316,12,0.140942916409258
1,0.2,1,0.156604455307316,13,0.133350269116758
1,0.2,1,0.156604455307316,14,0.122534352788069
1,0.2,1,0.156604455307316,15,0.107681012059684
1,0.2,1,0.156604455307316,16,0.0884772272976307
1,0.2,1,0.156604455307316,17,0.066005983217384
1,0.2,1,0.156604455307316,18,0.0435751022600853
1,0.2,1,0.156604455307316,19,0.0256633551775345
1,0.2,1,0.156604455307316,20,0.0144340803077318
1,0.2,1,0.156604455307316,21,0.00851178015198961
1,0.2,1,0.156604455307316,22,0.00555636942596007
1,0.2,1,0.156604455307316,23,0.00402298686667479
1,0.2,1,0.156604455307316,24,0.00315623513633943
1,0.2,1,0.156604455307316,25,0.00261710819438094
1,0.2,1,0.156604455307316,26,0.00225185149456643
1,0.2,1,0.156604455307316,27,0.00198691683718668
1,0.2,1,0.156604455307316,28,0.00178455745710234
1,0.2,1,0.156604455307316,29,0.00162391375915038
1,0.2,1,0.156604455307316,30,0.00149262514376917
1,0.2,1,0.156604455307316,31,0.00138290143412496
1,0.2,1,0.156604455307316,32,0.00128956943292039
1,0.2,1,0.156604455307316,33,0.0012090415234303
1,0.2,1,0.156604455307316,34,0.00113873923377788
1,0.2,1,0.156604455307316,35,0.00107675393847015
1,0.2,1,0.156604455307316,36,0.00102163774923872
1,0.2,1,0.156604455307316,37,0.000972269372133242
1,0.2,1,0.156604455307316,38,0.000927765021991696
1,0.2,1,0.156604455307316,39,0.000887417465180997
1,0.2,1,0.156604455307316,40,0.000850653217286392
1,0.2,1,0.156604455307316,41,0.000817001805826529
1,0.2,1,0.156604455307316,42,0.000786073258902442
1,0.2,1,0.156604455307316,43,0.0007575413301488
1,0.2,1,0.156604455307316,44,0.000731130804442887
1,0.2,1,0.156604455307316,45,0.000706607758637385
1,0.2,1,0.156604455307316,46,0.000683771996374638
1,0.2,1,0.156604455307316,47,0.000662451105491621
1,0.2,1,0.156604455307316,48,0.000642495742163124
1,0.2,1,0.156604455307316,49,0.000623775853544309
1,0.2,1,0.156604455307316,50,0.000606177626120366
1,0.2,1,0.156604455307316,51,0.000589601000846229
1,0.2,1,0.156604455307316,52,0.000573957634973201
1,0.2,1,0.156604455307316,53,0.000559169218909964
1,0.2,1,0.156604455307316,54,0.000545166077480295
1,0.2,1,0.156604455307316,55,0.000531886000674427
1,0.2,1,0.156604455307316,56,0.000519273260817433
1,0.2,1,0.156604455307316,57,0.000507277782177433
1,0.2,1,0.156604455307316,58,0.00049585443594189
1,0.2,1,0.156604455307316,59,0.000484962438882223
1,0.2,1,0.156604455307316,60,0.000474564838251503
