run,b,ic_id,ic_val,t,x
1,0.2,1,0.0520938268203712,0,0.0520938268203712
1,0.2,1,0.0520938268203712,1,0.0520751204615687
1,0.2,1,0.0520938268203712,2,0.0520585182508389
1,0.2,1,0.0520938268203712,3,0.0520411795631211
1,0.2,1,0.0520938268203712,4,0.0520225868204108
1,0.2,1,0.0520938268203712,5,0.0520024282743808
1,0.2,1,0.0520938268203712,6,0.0519804459921951
1,0.2,1,0.0520938268203712,7,0.0519563941272196
1,0.2,1,0.0520938268203712,8,0.051930022181467
1,0.2,1,0.0520938268203712,9,0.0519010663411765
1,0.2,1,0.0520938268203712,10,0.0518692439550806
1,0.2,1,0.0520938268203712,11,0.0518342493627899
1,0.2,1,0.0520938268203712,12,0.0517957503160897
1,0.2,1,0.0520938268203712,13,0.0517533846358946
1,0.2,1,0.0520938268203712,14,0.0517067569215571
1,0.2,1,0.0520938268203712,15,0.0516554352127331
1,0.2,1,0.0520938268203712,16,0.0515989475480628
1,0.2,1,0.0520938268203712,17,0.0515367783907488
1,0.2,1,0.0520938268203712,18,0.0514683649083234
1,0.2,1,0.0520938268203712,19,0.0513930931072158
1,0.2,1,0.0520938268203712,20,0.0513102938346707
1,0.2,1,0.0520938268203712,21,0.0512192386725989
1,0.2,1,0.0520938268203712,22,0.0511191357609966
1,0.2,1,0.0520938268203712,23,0.0510091256033392
1,0.2,1,0.0520938268203712,24,0.0508882769233622
1,0.2,1,0.0520938268203712,25,0.0507555826623152
1,0.2,1,0.0520938268203712,26,0.0506099562284839
1,0.2,1,0.0520938268203712,27,0.0504502281367772
1,0.2,1,0.0520938268203712,28,0.0502751432056311
1,0.2,1,0.0520938268203712,29,0.0500833585113788
1,0.2,1,0.0520938268203712,30,0.0498734423363579
1,0.2,1,0.0520938268203712,31,0.0496438743858154
1,0.2,1,0.0520938268203712,32,0.0493930475892196
1,0.2,1,0.0520938268203712,33,0.0491192718424213
1,0.2,1,0.0520938268203712,34,0.048820780086128
1,0.2,1,0.0520938268203712,35,0.0484957371504922
1,0.2,1,0.0520938268203712,36,0.0481422518214764
1,0.2,1,0.0520938268203712,37,0.0477583925972516
1,0.2,1,0.0520938268203712,38,0.0473422075963938
1,0.2,1,0.0520938268203712,39,0.0468917490472177
1,0.2,1,0.0520938268203712,40,0.0464051027216155
1,0.2,1,0.0520938268203712,41,0.045880422569183
1,0.2,1,0.0520938268203712,42,0.0453159706504097
1,0.2,1,0.0520938268203712,43,0.044710162254588
1,0.2,1,0.0520938268203712,44,0.0440616158146373
1,0.2,1,0.0520938268203712,45,0.0433692068969605
1,0.2,1,0.0520938268203712,46,0.042632125155329
1,0.2,1,0.0520938268203712,47,0.0418499327068083
1,0.2,1,0.0520938268203712,48,0.0410226219373621
1,0.2,1,0.0520938268203712,49,0.0401506703077323
1,0.2,1,0.0520938268203712,50,0.0392350893492659
1,0.2,1,0.0520938268203712,51,0.0382774647655959
1,0.2,1,0.0520938268203712,52,0.0372799844449015
1,0.2,1,0.0520938268203712,53,0.036245451292383
1,0.2,1,0.0520938268203712,54,0.0351772781571736
1,0.2,1,0.0520938268203712,55,0.0340794627761673
1,0.2,1,0.0520938268203712,56,0.0329565415847367
1,0.2,1,0.0520938268203712,57,0.0318135224109404
1,0.2,1,0.0520938268203712,58,0.0306557973975942
1,0.2,1,0.0520938268203712,59,0.0294890388730137
1,0.2,1,0.0520938268203712,60,0.0283190821802345
