run,b,ic_id,ic_val,t,x
1,0.2,1,0.156604455307316,0,0.156604455307316
1,0.2,1,0.156604455307316,1,0.156537403607629
1,0.2,1,0.156604455307316,2,0.156452352899798
1,0.2,1,0.156604455307316,3,0.156331415768936
1,0.2,1,0.156604455307316,4,0.156157209327583
1,0.2,1,0.156604455307316,5,0.155905313413003
1,0.2,1,0.156604455307316,6,0.155540681332725
1,0.2,1,0.156604455307316,7,0.155012911936339
1,0.2,1,0.156604455307316,8,0.154249701955719
1,0.2,1,0.156604455307316,9,0.153147858404195
1,0.2,1,0.156604455307316,10,0.151561291537609
1,0.2,1,0.156604455307316,11,0.149285735258439
1,0.2,1,0.156604455307316,12,0.146041001462883
1,0.2,1,0.156604455307316,13,0.141454250185541
1,0.2,1,0.156604455307316,14,0.135053672138248
1,0.2,1,0.156604455307316,15,0.126293606655265
1,0.2,1,0.156604455307316,16,0.114651294889428
1,0.2,1,0.156604455307316,17,0.0998554015766451
1,0.2,1,0.156604455307316,18,0.0822860368428935
1,0.2,1,0.156604455307316,19,0.0634117054172233
1,0.2,1,0.156604455307316,20,0.0457269782856577
1,0.2,1,0.156604455307316,21,0.0316057784349424
1,0.2,1,0.156604455307316,22,0.0218539327290748
1,0.2,1,0.156604455307316,23,0.0156974719186824
1,0.2,1,0.156604455307316,24,0.0118998545730527
1,0.2,1,0.156604455307316,25,0.00949874706846257
1,0.2,1,0.156604455307316,26,0.00790723846445944
1,0.2,1,0.156604455307316,27,0.0067960680748319
1,0.2,1,0.156604455307316,28,0.00598216003647278
1,0.2,1,0.156604455307316,29,0.00536111088119171
1,0.2,1,0.156604455307316,30,0.00487099844978982
1,0.2,1,0.156604455307316,31,0.0044734806862211
1,0.2,1,0.156604455307316,32,0.00414379969086765
1,0.2,1,0.156604455307316,33,0.00386533991712538
1,0.2,1,0.156604455307316,34,0.00362655898425391
1,0.2,1,0.156604455307316,35,0.00341919163833648
1,0.2,1,0.156604455307316,36,0.00323716030816014
1,0.2,1,0.156604455307316,37,0.0030758915755136
1,0.2,1,0.156604455307316,38,0.00293187377194957
1,0.2,1,0.156604455307316,39,0.00280236241684044
1,0.2,1,0.156604455307316,40,0.00268517900478196
1,0.2,1,0.156604455307316,41,0.00257857035017245
1,0.2,1,0.156604455307316,42,0.00248110819898604
1,0.2,1,0.156604455307316,43,0.00239161622573886
1,0.2,1,0.156604455307316,44,0.0023091160403742
1,0.2,1,0.156604455307316,45,0.00223278663965329
1,0.2,1,0.156604455307316,46,0.00216193352995254
1,0.2,1,0.156604455307316,47,0.00209596491600511
1,0.2,1,0.156604455307316,48,0.00203437312576683
1,0.2,1,0.156604455307316,49,0.00197671996622475
1,0.2,1,0.156604455307316,50,0.00192262506578269
1,0.2,1,0.156604455307316,51,0.00187175651082904
1,0.2,1,0.156604455307316,52,0.0018238232626636
1,0.2,1,0.156604455307316,53,0.001778568969068
1,0.2,1,0.156604455307316,54,0.00173576687800977
1,0.2,1,0.156604455307316,55,0.00169521562939437
1,0.2,1,0.156604455307316,56,0.00165673575170861
1,0.2,1,0.156604455307316,57,0.00162016672853949
1,0.2,1,0.156604455307316,58,0.00158536452891115
1,0.2,1,0.156604455307316,59,0.00155219951747533
1,0.2,1,0.156604455307316,60,0.00152055467761605
1,0.2,1,0.156604455307316,61,0.0014903240937566
1,0.2,1,0.156604455307316,62,0.00146141164950241
1,0.2,1,0.156604455307316,63,0.00143372990639945
1,0.2,1,0.156604455307316,64,0.00140719913452911
1,0.2,1,0.156604455307316,65,0.00138174647133156
1,0.2,1,0.156604455307316,66,0.00135730518915408
1,0.2,1,0.156604455307316,67,0.00133381405537771
1,0.2,1,0.156604455307316,68,0.00131121677166255
1,0.2,1,0.156604455307316,69,0.00128946148105049
1,0.2,1,0.156604455307316,70,0.00126850033347937
1,0.2,1,0.156604455307316,71,0.00124828910173967
1,0.2,1,0.156604455307316,72,0.00122878684111823
1,0.2,1,0.156604455307316,73,0.00120995558702532
1,0.2,1,0.156604455307316,74,0.00119176008568881
1,0.2,1,0.156604455307316,75,0.0011741675537759
1,0.2,1,0.156604455307316,76,0.0011571474633478
1,0.2,1,0.156604455307316,77,0.00114067134905312
1,0.2,1,0.156604455307316,78,0.00112471263493537
1,0.2,1,0.156604455307316,79,0.00110924647853482
1,0.2,1,0.156604455307316,80,0.00109424963027948
1,0.2,1,0.156604455307316,81,0.00107970030647375
1,0.2,1,0.156604455307316,82,0.00106557807431037
1,0.2,1,0.156604455307316,83,0.00105186374763909
1,0.2,1,0.156604455307316,84,0.00103853929231761
1,0.2,1,0.156604455307316,85,0.00102558774009416
1,0.2,1,0.156604455307316,86,0.00101299311018786
1,0.2,1,0.156604455307316,87,0.0010007403377208
1,0.2,1,0.156604455307316,88,0.00098881520834312
1,0.2,1,0.156604455307316,89,0.000977204298420568
1,0.2,1,0.156604455307316,90,0.000965894920224776
1,0.2,1,0.156604455307316,91,0.00095487507166351
1,0.2,1,0.156604455307316,92,0.000944133390104056
1,0.2,1,0.156604455307316,93,0.000933659109903772
1,0.2,1,0.156604455307316,94,0.000923442023303176
1,0.2,1,0.156604455307316,95,0.000913472444380462
1,0.2,1,0.156604455307316,96,0.00090374117578482
1,0.2,1,0.156604455307316,97,0.00089423947798764
1,0.2,1,0.156604455307316,98,0.000884959040866422
1,0.2,1,0.156604455307316,99,0.00087589195737595
1,0.2,1,0.156604455307316,100,0.000867030699150288
1,0.2,1,0.156604455307316,101,0.000858368093875724
1,0.2,1,0.156604455307316,102,0.000849897304266166
1,0.2,1,0.156604455307316,103,0.000841611808532937
1,0.2,1,0.156604455307316,104,0.000833505382211409
1,0.2,1,0.156604455307316,105,0.000825572081228327
1,0.2,1,0.156604455307316,106,0.000817806226141911
1,0.2,1,0.156604455307316,107,0.000810202387410454
1,0.2,1,0.156604455307316,108,0.000802755371676353
1,0.2,1,0.156604455307316,109,0.000795460208917008
1,0.2,1,0.156604455307316,110,0.00078831214046023
1,0.2,1,0.156604455307316,111,0.000781306607741198
1,0.2,1,0.156604455307316,112,0.000774439241799164
1,0.2,1,0.156604455307316,113,0.000767705853412181
1,0.2,1,0.156604455307316,114,0.000761102423859123
1,0.2,1,0.156604455307316,115,0.000754625096253554
1,0.2,1,0.156604455307316,116,0.00074827016738171
